airbnb_property_id,rating,days_available,bathrooms,title,bedrooms,accommodates,img_cover,reviews,longitude,latitude,adr,property_type,room_type,airbnb_url,active_listing,market
21650883,10.0,1,1.5,Home away from home,1,2,https://a0.muscache.com/im/pictures/7d18f7f8-3458-422b-81fd-74b47454320e.jpg?aki_policy=x_large,2,-96.88699,33.18749,40.0,House,Private room,https://www.airbnb.com/rooms/21650883,1,Frisco
18908781,9.2,77,3.0,"Frisco Fully Furnished, Shaded, Golf Course Home",4,6,https://a0.muscache.com/im/pictures/db2458f8-7fb9-4ef1-a428-edce17d231c5.jpg?aki_policy=x_large,5,-96.78426,33.12768,217.568,House,Entire home/apt,https://www.airbnb.com/rooms/18908781,1,Frisco
44393384,10.0,91,1.0,"PRIVATE ROOM WITH PRIVATE BATH ROOM ""FEMALE ONLY""",1,2,https://a0.muscache.com/im/pictures/90999152-eeef-4052-99cf-29b63d83caa6.jpg?aki_policy=x_large,1,-96.87418,33.14647,50.0,Bed and breakfast,Private room,https://www.airbnb.com/rooms/44393384,1,Frisco
45066520,9.0,60,1.0,"Un-""Wine""d & Relax @ AC Hotel Frisco",1,2,https://a0.muscache.com/im/pictures/miso/Hosting-45066520/original/89b0ca6c-6d2d-41b6-afae-6b7f1c8718b7.jpeg?aki_policy=x_large,2,-96.82935,33.11383,127.857,Room in hotel,Private room,https://www.airbnb.com/rooms/45066520,1,Frisco
8050596,9.7,112,2.0,Spacious 3BR in prime Frisco,3,8,https://a0.muscache.com/im/pictures/4487920e-f79a-4852-b282-20b80f53e8e3.jpg?aki_policy=x_large,84,-96.79303,33.11411,236.316,House,Entire home/apt,https://www.airbnb.com/rooms/8050596,1,Frisco
18972260,9.8,223,1.0,wonderful place to live in peace,0,1,https://a0.muscache.com/im/pictures/e32b3807-6459-4860-8c55-c415de15f4b6.jpg?aki_policy=x_large,58,-96.79905,33.18518,35.1639,House,Private room,https://www.airbnb.com/rooms/18972260,1,Frisco
15310561,10.0,131,1.0,Comfy & Cozy Hippie Hangout in Frisco,2,4,https://a0.muscache.com/im/pictures/ee312669-cfe2-4b29-b9fa-59b07d23354e.jpg?aki_policy=x_large,47,-96.81331,33.16723,65.4898,House,Private room,https://www.airbnb.com/rooms/15310561,1,Frisco
1004296538,0.0,98,2.0,Kasa | Frisco | Spacious 2BD/2BA Apartment,2,6,https://odis.homeaway.com/odis/listing/d73cc343-d0f9-43c9-b6c3-89ded1c35038.c10.jpg,0,-96.821978,33.0985593,144.19,apartment,Entire home/apt,https://www.airbnb.com/rooms/1004296538,1,Frisco
34909591,9.6,364,3.5,Modern 5BR Paradise Pool/Spa•Entertainment Dist.,5,10,https://a0.muscache.com/im/pictures/a3c8aa66-d1f5-4b27-beed-b38fd7b52cf2.jpg?aki_policy=x_large,54,-96.78857,33.1182,456.703,House,Entire home/apt,https://www.airbnb.com/rooms/34909591,1,Frisco
38325997,10.0,274,1.0,The Star - Luxury One bedroom in Frisco,1,2,https://a0.muscache.com/im/pictures/22626d91-56c7-445e-bce3-3f1b09c1a99e.jpg?aki_policy=x_large,2,-96.82787,33.11264,133.517,Apartment,Entire home/apt,https://www.airbnb.com/rooms/38325997,1,Frisco
39318968,10.0,163,1.0,Historical House in Urban Area,1,2,https://a0.muscache.com/im/pictures/93cf3c59-04e0-4ddd-889b-c33e5978a23b.jpg?aki_policy=x_large,2,-96.77793,33.1468,30.0,House,Private room,https://www.airbnb.com/rooms/39318968,1,Frisco
1002117765,10.0,110,2.0,3 Bedroom / 2 Bath - Fully Furnished Home - TCH,3,6,https://odis.homeaway.com/odis/listing/84633243-b762-4b2b-b46e-52627a0aeff3.c10.jpg,1,-96.79074075,33.11278823,206.538,house,Entire home/apt,https://www.airbnb.com/rooms/1002117765,1,Frisco
